doc_id,solution,persona_id,persona_nome_auto,projeto,pais,marca_foco,publico,tipo_sessao
doc_33640fb8f77ec4a8,granular_k10,granular_k10_p01,comparadora de marcas + guiada por marca e confiança,3cs_perfumes,nao_inferido,nao_inferido,nao_inferido,entrevista_em_profundidade
doc_1d7aeba5c3deb241,granular_k10,granular_k10_p06,"estética, presente e status + crítica/rejeição explícita",3cs_perfumes,nao_inferido,nao_inferido,nao_inferido,entrevista_em_profundidade
doc_ab0b946958f4f005,granular_k10,granular_k10_p01,comparadora de marcas + guiada por marca e confiança,3cs_perfumes,nao_inferido,nao_inferido,nao_inferido,entrevista_em_profundidade
doc_eeb118edb6d745e0,granular_k10,granular_k10_p01,comparadora de marcas + guiada por marca e confiança,3cs_perfumes,nao_inferido,nao_inferido,nao_inferido,entrevista_em_profundidade
doc_5054173bba881d3a,granular_k10,granular_k10_p05,"canal, loja e consultora + sensível a preço e valor",3cs_perfumes,nao_inferido,nao_inferido,nao_inferido,entrevista_em_profundidade
doc_761f127ebf5926ab,granular_k10,granular_k10_p05,"canal, loja e consultora + sensível a preço e valor",3cs_perfumes,nao_inferido,nao_inferido,nao_inferido,entrevista_em_profundidade
doc_a998bd9e2abe8bd5,granular_k10,granular_k10_p06,"estética, presente e status + crítica/rejeição explícita",3cs_perfumes,nao_inferido,nao_inferido,nao_inferido,entrevista_em_profundidade
doc_57600d8711fbb9d4,granular_k10,granular_k10_p01,comparadora de marcas + guiada por marca e confiança,3cs_perfumes,nao_inferido,nao_inferido,nao_inferido,entrevista_em_profundidade
doc_3662c092fa45c669,granular_k10,granular_k10_p01,comparadora de marcas + guiada por marca e confiança,3cs_perfumes,nao_inferido,nao_inferido,nao_inferido,entrevista_em_profundidade
doc_31188a538d1b01b5,granular_k10,granular_k10_p01,comparadora de marcas + guiada por marca e confiança,3cs_perfumes,nao_inferido,nao_inferido,nao_inferido,entrevista_em_profundidade
doc_7c1dc7dcc6ddc2d7,granular_k10,granular_k10_p01,comparadora de marcas + guiada por marca e confiança,3cs_perfumes,nao_inferido,nao_inferido,nao_inferido,entrevista_em_profundidade
doc_e88651825b162294,granular_k10,granular_k10_p01,comparadora de marcas + guiada por marca e confiança,3cs_perfumes,nao_inferido,nao_inferido,nao_inferido,entrevista_em_profundidade
doc_a0527957f9693152,granular_k10,granular_k10_p01,comparadora de marcas + guiada por marca e confiança,3cs_perfumes,nao_inferido,nao_inferido,nao_inferido,entrevista_em_profundidade
doc_fcc334ae6da3d7f2,granular_k10,granular_k10_p03,social/familiar e influenciada por indicação + entusiasmada/encantada,3cs_perfumes,nao_inferido,nao_inferido,nao_inferido,entrevista_em_profundidade
doc_362e84f5248b2753,granular_k10,granular_k10_p03,social/familiar e influenciada por indicação + entusiasmada/encantada,3cs_perfumes,nao_inferido,nao_inferido,lideres,entrevista_em_profundidade
doc_ca13ed7a8ce3eb34,granular_k10,granular_k10_p01,comparadora de marcas + guiada por marca e confiança,3cs_perfumes,nao_inferido,nao_inferido,lideres,entrevista_em_profundidade
doc_2f47184626ff09c1,granular_k10,granular_k10_p00,consciente/natural/sustentável + curiosa por inovação e novidade,anima,nao_inferido,nao_inferido,nao_inferido,nao_inferido
doc_d7948b6302ad2fee,granular_k10,granular_k10_p00,consciente/natural/sustentável + curiosa por inovação e novidade,anima,nao_inferido,nao_inferido,nao_inferido,nao_inferido
doc_ac743f4f09e1e58c,granular_k10,granular_k10_p00,consciente/natural/sustentável + curiosa por inovação e novidade,anima,nao_inferido,nao_inferido,nao_inferido,nao_inferido
doc_bd7e79d2d8b662f0,granular_k10,granular_k10_p00,consciente/natural/sustentável + curiosa por inovação e novidade,anima,nao_inferido,nao_inferido,nao_inferido,nao_inferido
doc_295321b3ea85e862,granular_k10,granular_k10_p00,consciente/natural/sustentável + curiosa por inovação e novidade,anima,nao_inferido,nao_inferido,nao_inferido,nao_inferido
doc_b6fd5d628bb2710e,granular_k10,granular_k10_p00,consciente/natural/sustentável + curiosa por inovação e novidade,anima,nao_inferido,nao_inferido,nao_inferido,nao_inferido
doc_74ca043fafaaea8d,granular_k10,granular_k10_p00,consciente/natural/sustentável + curiosa por inovação e novidade,anima,nao_inferido,nao_inferido,nao_inferido,nao_inferido
doc_2ea20bb0263aff60,granular_k10,granular_k10_p00,consciente/natural/sustentável + curiosa por inovação e novidade,anima,nao_inferido,nao_inferido,nao_inferido,nao_inferido
doc_bc29e08f3450ea98,granular_k10,granular_k10_p08,cuidado pessoal e pele/corpo + identidade e representatividade,radiosa,nao_inferido,nao_inferido,nao_inferido,nao_inferido
doc_a1d2b9d6eaf7c8a9,granular_k10,granular_k10_p08,cuidado pessoal e pele/corpo + identidade e representatividade,radiosa,nao_inferido,nao_inferido,nao_inferido,nao_inferido
doc_c3440e03873d8788,granular_k10,granular_k10_p08,cuidado pessoal e pele/corpo + identidade e representatividade,radiosa,nao_inferido,nao_inferido,nao_inferido,nao_inferido
doc_ecbea0911b71e6fa,granular_k10,granular_k10_p08,cuidado pessoal e pele/corpo + identidade e representatividade,radiosa,nao_inferido,nao_inferido,nao_inferido,nao_inferido
doc_a0b281c2785ae1ed,granular_k10,granular_k10_p08,cuidado pessoal e pele/corpo + identidade e representatividade,radiosa,nao_inferido,nao_inferido,nao_inferido,nao_inferido
doc_e668ad5d413dd19f,granular_k10,granular_k10_p08,cuidado pessoal e pele/corpo + identidade e representatividade,radiosa,nao_inferido,nao_inferido,nao_inferido,nao_inferido
doc_3d71a73387cbd4a7,granular_k10,granular_k10_p08,cuidado pessoal e pele/corpo + identidade e representatividade,radiosa,nao_inferido,nao_inferido,nao_inferido,nao_inferido
doc_b71f944ee9bec4b0,granular_k10,granular_k10_p08,cuidado pessoal e pele/corpo + identidade e representatividade,radiosa,nao_inferido,nao_inferido,nao_inferido,nao_inferido
doc_d42528cd9f4f9278,granular_k10,granular_k10_p04,curiosa por inovação e novidade + orientada a eficácia e resultado,gaia_ii,nao_inferido,nao_inferido,nao_inferido,nao_inferido
doc_d26ac17df9e509e7,granular_k10,granular_k10_p04,curiosa por inovação e novidade + orientada a eficácia e resultado,gaia_ii,nao_inferido,nao_inferido,nao_inferido,nao_inferido
doc_6446f54127e74c2d,granular_k10,granular_k10_p04,curiosa por inovação e novidade + orientada a eficácia e resultado,gaia_ii,nao_inferido,nao_inferido,nao_inferido,nao_inferido
doc_c1b714ce1513e838,granular_k10,granular_k10_p04,curiosa por inovação e novidade + orientada a eficácia e resultado,gaia_ii,nao_inferido,nao_inferido,nao_inferido,nao_inferido
doc_90e2fc7494d27bd2,granular_k10,granular_k10_p04,curiosa por inovação e novidade + orientada a eficácia e resultado,gaia_ii,nao_inferido,nao_inferido,nao_inferido,nao_inferido
doc_40a5bd913d6434d3,granular_k10,granular_k10_p04,curiosa por inovação e novidade + orientada a eficácia e resultado,gaia_ii,nao_inferido,nao_inferido,nao_inferido,nao_inferido
doc_e6f876a11a7cffdd,granular_k10,granular_k10_p04,curiosa por inovação e novidade + orientada a eficácia e resultado,gaia_ii,nao_inferido,nao_inferido,nao_inferido,nao_inferido
doc_1cecf4bbb8f06cf1,granular_k10,granular_k10_p04,curiosa por inovação e novidade + orientada a eficácia e resultado,gaia_ii,nao_inferido,nao_inferido,nao_inferido,nao_inferido
doc_474985d7ea9b5b8b,granular_k10,granular_k10_p09,cética ou indecisa + consciente/natural/sustentável,bem_maes,nao_inferido,nao_inferido,nao_inferido,nao_inferido
doc_399dacb2736f0f29,granular_k10,granular_k10_p03,social/familiar e influenciada por indicação + entusiasmada/encantada,bem_maes,nao_inferido,nao_inferido,nao_inferido,nao_inferido
doc_6a7dc800256491db,granular_k10,granular_k10_p02,consciente/natural/sustentável + cuidado pessoal e pele/corpo,bem_maes,nao_inferido,nao_inferido,nao_inferido,nao_inferido
doc_52dd07d4014ead58,granular_k10,granular_k10_p09,cética ou indecisa + consciente/natural/sustentável,bem_maes,nao_inferido,nao_inferido,nao_inferido,nao_inferido
doc_35dea0d9c934b094,granular_k10,granular_k10_p03,social/familiar e influenciada por indicação + entusiasmada/encantada,bem_maes,nao_inferido,nao_inferido,nao_inferido,nao_inferido
doc_5382bf57549b07cb,granular_k10,granular_k10_p02,consciente/natural/sustentável + cuidado pessoal e pele/corpo,bem_maes,nao_inferido,nao_inferido,nao_inferido,nao_inferido
doc_7244ee28c4ae4fdf,granular_k10,granular_k10_p04,curiosa por inovação e novidade + orientada a eficácia e resultado,havana_iii,nao_inferido,nao_inferido,nao_inferido,nao_inferido
doc_4fb6c79b4c64bba8,granular_k10,granular_k10_p04,curiosa por inovação e novidade + orientada a eficácia e resultado,havana_iii,nao_inferido,nao_inferido,nao_inferido,nao_inferido
doc_d52d828ab53d85d0,granular_k10,granular_k10_p06,"estética, presente e status + crítica/rejeição explícita",natura_3cs,nao_inferido,natura,consultoras,nao_inferido
doc_2fd5110893661ffc,granular_k10,granular_k10_p06,"estética, presente e status + crítica/rejeição explícita",natura_3cs,nao_inferido,natura,consultoras,nao_inferido
doc_52108ac94ef635f9,granular_k10,granular_k10_p03,social/familiar e influenciada por indicação + entusiasmada/encantada,natura_3cs,nao_inferido,natura,consultoras,nao_inferido
doc_1434a07027866aa7,granular_k10,granular_k10_p01,comparadora de marcas + guiada por marca e confiança,natura_3cs,nao_inferido,natura,consultoras,nao_inferido
doc_a966111a7b9eb0a6,granular_k10,granular_k10_p01,comparadora de marcas + guiada por marca e confiança,natura_3cs,nao_inferido,natura,consultoras,nao_inferido
doc_95f0f8f3bf008a0b,granular_k10,granular_k10_p03,social/familiar e influenciada por indicação + entusiasmada/encantada,natura_3cs,nao_inferido,natura,consultoras,nao_inferido
doc_14deab54cdbd6aa1,granular_k10,granular_k10_p03,social/familiar e influenciada por indicação + entusiasmada/encantada,natura_3cs,nao_inferido,natura,consultoras,nao_inferido
doc_5e6540144b9030fe,granular_k10,granular_k10_p01,comparadora de marcas + guiada por marca e confiança,natura_3cs,nao_inferido,natura,consultoras,nao_inferido
doc_de596209415382fe,granular_k10,granular_k10_p01,comparadora de marcas + guiada por marca e confiança,natura_3cs,nao_inferido,natura,consultoras,nao_inferido
doc_f17a8b4e6ffe8287,granular_k10,granular_k10_p01,comparadora de marcas + guiada por marca e confiança,natura_3cs,nao_inferido,natura,consultoras,nao_inferido
doc_ee8d1372d1a391aa,granular_k10,granular_k10_p01,comparadora de marcas + guiada por marca e confiança,natura_3cs,nao_inferido,natura,consultoras,nao_inferido
doc_8117b4510b37b8a5,granular_k10,granular_k10_p01,comparadora de marcas + guiada por marca e confiança,natura_3cs,nao_inferido,natura,consultoras,nao_inferido
doc_012fe174842b390e,granular_k10,granular_k10_p01,comparadora de marcas + guiada por marca e confiança,natura_3cs,nao_inferido,natura,consultoras,nao_inferido
doc_37e5a363a19d31b7,granular_k10,granular_k10_p01,comparadora de marcas + guiada por marca e confiança,natura_3cs,nao_inferido,natura,consultoras,nao_inferido
doc_e9d9fb1438841663,granular_k10,granular_k10_p06,"estética, presente e status + crítica/rejeição explícita",natura_3cs,nao_inferido,natura,consultoras,nao_inferido
doc_12c6ce2d2fba4df1,granular_k10,granular_k10_p01,comparadora de marcas + guiada por marca e confiança,natura_3cs,nao_inferido,natura,consultoras,nao_inferido
doc_a9a088e94903df4b,granular_k10,granular_k10_p01,comparadora de marcas + guiada por marca e confiança,natura_3cs,nao_inferido,natura,consultoras,nao_inferido
doc_ec00d9b912869528,granular_k10,granular_k10_p01,comparadora de marcas + guiada por marca e confiança,natura_3cs,nao_inferido,natura,consultoras,nao_inferido
doc_5c06d290f301eadb,granular_k10,granular_k10_p01,comparadora de marcas + guiada por marca e confiança,natura_3cs,nao_inferido,natura,consultoras,nao_inferido
doc_2fad00e3ce11f4af,granular_k10,granular_k10_p01,comparadora de marcas + guiada por marca e confiança,natura_3cs,nao_inferido,natura,consultoras,nao_inferido
doc_33806bf9e4eb621f,granular_k10,granular_k10_p01,comparadora de marcas + guiada por marca e confiança,natura_3cs,nao_inferido,natura,consumidoras,nao_inferido
doc_89fa2004a39f9cde,granular_k10,granular_k10_p03,social/familiar e influenciada por indicação + entusiasmada/encantada,natura_3cs,nao_inferido,natura,consumidoras,nao_inferido
doc_1055808810073bc2,granular_k10,granular_k10_p03,social/familiar e influenciada por indicação + entusiasmada/encantada,natura_3cs,nao_inferido,natura,consumidoras,nao_inferido
doc_27d3eb4bf6306e35,granular_k10,granular_k10_p06,"estética, presente e status + crítica/rejeição explícita",natura_3cs,nao_inferido,natura,consumidoras,nao_inferido
doc_0a02c0b1be74620a,granular_k10,granular_k10_p03,social/familiar e influenciada por indicação + entusiasmada/encantada,natura_3cs,nao_inferido,natura,consumidoras,nao_inferido
doc_ff5e78e6e44318bb,granular_k10,granular_k10_p03,social/familiar e influenciada por indicação + entusiasmada/encantada,natura_3cs,nao_inferido,natura,consumidoras,nao_inferido
doc_124f0c4d1195ab02,granular_k10,granular_k10_p03,social/familiar e influenciada por indicação + entusiasmada/encantada,natura_3cs,nao_inferido,natura,consumidoras,nao_inferido
doc_f32e185da3913dd6,granular_k10,granular_k10_p03,social/familiar e influenciada por indicação + entusiasmada/encantada,natura_3cs,nao_inferido,natura,consumidoras,nao_inferido
doc_d64503ab71e69ea1,granular_k10,granular_k10_p03,social/familiar e influenciada por indicação + entusiasmada/encantada,natura_3cs,nao_inferido,natura,consumidoras,nao_inferido
doc_44982372dd74c6da,granular_k10,granular_k10_p06,"estética, presente e status + crítica/rejeição explícita",natura_3cs,nao_inferido,natura,consumidoras,nao_inferido
doc_11e122f8db3f0253,granular_k10,granular_k10_p06,"estética, presente e status + crítica/rejeição explícita",natura_3cs,nao_inferido,natura,consumidoras,nao_inferido
doc_cfb49b86362bd118,granular_k10,granular_k10_p03,social/familiar e influenciada por indicação + entusiasmada/encantada,natura_3cs,nao_inferido,natura,consumidoras,nao_inferido
doc_b99597afcc8d7201,granular_k10,granular_k10_p03,social/familiar e influenciada por indicação + entusiasmada/encantada,natura_3cs,nao_inferido,natura,consumidoras,nao_inferido
doc_cda5ac0ca4bfa447,granular_k10,granular_k10_p03,social/familiar e influenciada por indicação + entusiasmada/encantada,natura_3cs,nao_inferido,natura,consumidoras,nao_inferido
doc_88268e58fe588334,granular_k10,granular_k10_p03,social/familiar e influenciada por indicação + entusiasmada/encantada,natura_3cs,nao_inferido,natura,consumidoras,nao_inferido
doc_1e5ee5a39b2288b7,granular_k10,granular_k10_p03,social/familiar e influenciada por indicação + entusiasmada/encantada,natura_3cs,nao_inferido,natura,consumidoras,nao_inferido
doc_f497f66116fbe1ab,granular_k10,granular_k10_p03,social/familiar e influenciada por indicação + entusiasmada/encantada,natura_3cs,nao_inferido,natura,consumidoras,nao_inferido
doc_4b2394cc0e9c67f8,granular_k10,granular_k10_p06,"estética, presente e status + crítica/rejeição explícita",natura_3cs,nao_inferido,natura,nao_inferido,nao_inferido
doc_981214beda5a6637,granular_k10,granular_k10_p06,"estética, presente e status + crítica/rejeição explícita",natura_3cs,nao_inferido,natura,nao_inferido,nao_inferido
doc_f40017cf17c84e54,granular_k10,granular_k10_p06,"estética, presente e status + crítica/rejeição explícita",natura_3cs,nao_inferido,natura,nao_inferido,nao_inferido
doc_a14aed810abe7b9b,granular_k10,granular_k10_p06,"estética, presente e status + crítica/rejeição explícita",natura_3cs,nao_inferido,natura,nao_inferido,nao_inferido
doc_500a84cf9936a539,granular_k10,granular_k10_p06,"estética, presente e status + crítica/rejeição explícita",natura_3cs,nao_inferido,natura,nao_inferido,nao_inferido
doc_dbba6e8dcfd5390a,granular_k10,granular_k10_p06,"estética, presente e status + crítica/rejeição explícita",natura_3cs,nao_inferido,natura,nao_inferido,nao_inferido
doc_c8cb62c97a6b1133,granular_k10,granular_k10_p06,"estética, presente e status + crítica/rejeição explícita",natura_3cs,nao_inferido,natura,nao_inferido,nao_inferido
doc_bb533aa1ff54f550,granular_k10,granular_k10_p06,"estética, presente e status + crítica/rejeição explícita",natura_3cs,nao_inferido,natura,nao_inferido,nao_inferido
doc_d9b928d2f9d57ae9,granular_k10,granular_k10_p01,comparadora de marcas + guiada por marca e confiança,mercato_brasil,nao_inferido,nao_inferido,nao_inferido,nao_inferido
doc_9da29b5ddacac7d2,granular_k10,granular_k10_p01,comparadora de marcas + guiada por marca e confiança,mercato_brasil,nao_inferido,nao_inferido,nao_inferido,nao_inferido
doc_047d9aa2d7261b26,granular_k10,granular_k10_p01,comparadora de marcas + guiada por marca e confiança,mercato_brasil,nao_inferido,nao_inferido,nao_inferido,nao_inferido
doc_478cbac543cfa72a,granular_k10,granular_k10_p01,comparadora de marcas + guiada por marca e confiança,mercato_brasil,nao_inferido,nao_inferido,nao_inferido,nao_inferido
doc_9997673909738651,granular_k10,granular_k10_p01,comparadora de marcas + guiada por marca e confiança,mercato_brasil,nao_inferido,nao_inferido,nao_inferido,nao_inferido
doc_0dc2e6ecde931dc0,granular_k10,granular_k10_p06,"estética, presente e status + crítica/rejeição explícita",mercato_brasil,nao_inferido,nao_inferido,nao_inferido,nao_inferido
doc_5e9eef5d22c00bcf,granular_k10,granular_k10_p06,"estética, presente e status + crítica/rejeição explícita",mercato_brasil,nao_inferido,nao_inferido,nao_inferido,nao_inferido
doc_ee180b4e719d4d7e,granular_k10,granular_k10_p01,comparadora de marcas + guiada por marca e confiança,mercato_brasil,nao_inferido,nao_inferido,nao_inferido,nao_inferido
doc_4b466654cd374bdf,granular_k10,granular_k10_p01,comparadora de marcas + guiada por marca e confiança,mercato_brasil,nao_inferido,nao_inferido,nao_inferido,nao_inferido
doc_0e16de972b72d565,granular_k10,granular_k10_p05,"canal, loja e consultora + sensível a preço e valor",compras_digitais,nao_inferido,nao_inferido,nao_inferido,nao_inferido
doc_fbdf5e17373e8de3,granular_k10,granular_k10_p05,"canal, loja e consultora + sensível a preço e valor",compras_digitais,nao_inferido,nao_inferido,nao_inferido,nao_inferido
doc_d16712b5a3350889,granular_k10,granular_k10_p05,"canal, loja e consultora + sensível a preço e valor",compras_digitais,nao_inferido,nao_inferido,nao_inferido,nao_inferido
doc_02c37e00145d9a32,granular_k10,granular_k10_p05,"canal, loja e consultora + sensível a preço e valor",compras_digitais,nao_inferido,nao_inferido,nao_inferido,nao_inferido
doc_0f20528122df94e9,granular_k10,granular_k10_p05,"canal, loja e consultora + sensível a preço e valor",compras_digitais,nao_inferido,nao_inferido,nao_inferido,nao_inferido
doc_80a271097010f616,granular_k10,granular_k10_p05,"canal, loja e consultora + sensível a preço e valor",compras_digitais,nao_inferido,nao_inferido,nao_inferido,nao_inferido
doc_76c629289d2e414c,granular_k10,granular_k10_p05,"canal, loja e consultora + sensível a preço e valor",compras_digitais,nao_inferido,nao_inferido,nao_inferido,nao_inferido
doc_732280b483c61985,granular_k10,granular_k10_p05,"canal, loja e consultora + sensível a preço e valor",compras_digitais,nao_inferido,nao_inferido,nao_inferido,nao_inferido
doc_96b165a2a6f7a32d,granular_k10,granular_k10_p05,"canal, loja e consultora + sensível a preço e valor",compras_digitais,nao_inferido,nao_inferido,nao_inferido,nao_inferido
doc_cc7b48f0bda6f359,granular_k10,granular_k10_p05,"canal, loja e consultora + sensível a preço e valor",compras_digitais,nao_inferido,nao_inferido,nao_inferido,nao_inferido
doc_9852515aa99fe494,granular_k10,granular_k10_p05,"canal, loja e consultora + sensível a preço e valor",compras_digitais,nao_inferido,nao_inferido,nao_inferido,nao_inferido
doc_6e02133bb486de22,granular_k10,granular_k10_p05,"canal, loja e consultora + sensível a preço e valor",compras_digitais,nao_inferido,nao_inferido,nao_inferido,nao_inferido
doc_c9defe6cce5ff1fd,granular_k10,granular_k10_p05,"canal, loja e consultora + sensível a preço e valor",compras_digitais,nao_inferido,nao_inferido,nao_inferido,nao_inferido
doc_eb6a4496f5f5d136,granular_k10,granular_k10_p05,"canal, loja e consultora + sensível a preço e valor",compras_digitais,nao_inferido,nao_inferido,nao_inferido,nao_inferido
doc_5e45678d66a9df7e,granular_k10,granular_k10_p05,"canal, loja e consultora + sensível a preço e valor",compras_digitais,nao_inferido,nao_inferido,nao_inferido,nao_inferido
doc_9a5944b3d38727a2,granular_k10,granular_k10_p05,"canal, loja e consultora + sensível a preço e valor",compras_digitais,nao_inferido,nao_inferido,nao_inferido,nao_inferido
doc_7125fa2ef3d8b81c,granular_k10,granular_k10_p04,curiosa por inovação e novidade + orientada a eficácia e resultado,jack_pearson,brasil,nao_inferido,nao_inferido,nao_inferido
doc_66b40b2eb6436092,granular_k10,granular_k10_p04,curiosa por inovação e novidade + orientada a eficácia e resultado,jack_pearson,brasil,nao_inferido,nao_inferido,nao_inferido
doc_3a9c3f93806290fb,granular_k10,granular_k10_p04,curiosa por inovação e novidade + orientada a eficácia e resultado,jack_pearson,brasil,nao_inferido,nao_inferido,nao_inferido
doc_2e794b5b52308c61,granular_k10,granular_k10_p04,curiosa por inovação e novidade + orientada a eficácia e resultado,jack_pearson,brasil,nao_inferido,nao_inferido,nao_inferido
doc_a57807230362f233,granular_k10,granular_k10_p02,consciente/natural/sustentável + cuidado pessoal e pele/corpo,jack_pearson,mexico,nao_inferido,nao_inferido,nao_inferido
doc_8d389e4147701c27,granular_k10,granular_k10_p02,consciente/natural/sustentável + cuidado pessoal e pele/corpo,jack_pearson,mexico,nao_inferido,nao_inferido,nao_inferido
doc_92e08de844168c3e,granular_k10,granular_k10_p02,consciente/natural/sustentável + cuidado pessoal e pele/corpo,jack_pearson,mexico,nao_inferido,nao_inferido,nao_inferido
doc_948ae088c8e6f14c,granular_k10,granular_k10_p02,consciente/natural/sustentável + cuidado pessoal e pele/corpo,jack_pearson,mexico,nao_inferido,nao_inferido,nao_inferido
