segment_col,segment_value,label_col,label,auto_label,n_chunks_segment_label,n_chunks_segment_total,share_in_segment,global_share,diff_pp_vs_global,lift_vs_global,insight_score,representative_excerpt,insight_sentence
tipo_sessao,entrevista_em_profundidade,nmf_topic_id,nmf_10,loja / lojas / boticario / experiencia,223,485,0.45979381443298967,0.079983922829582,0.37980989160340767,5.7485779412526545,402.19318270966323,"É, a gente tá tendo alguns problemas, mas tudo bem. Tá falhando pouquinho só, Adriana, não. Sei se... Tá bom, a gente pode fazer por aqui. É, tô em Cajamar, gente. Tô em Cajamar, tudo pode acontecer. Vou tirar a imagem, tá? Tá bom. Melhor, que a gente consegue. Vê se vocês conseguem me escutar melhor. Tô te ouvindo bem. Só então vou começar para a gente conseguir seguir, que aí eu tenho outra agendada para as três. Então a ideia é que seja até no máximo uma hora que a gente consiga concluir, então até as três. Só retomando aqui, eu sou a [NOME], estou aqui representando a Kira, estou aqui para conversar com vocês, que a ideia, acho que vocês já sabem, participaram do treinamento, mas a ideia aqui é a gente fazer, a gente até está chamando de download, fazer uma espécie de download das vivências que vocês tiveram, a gente já recebeu os formulários de vocês e as fotos também que vocês comp","Em tipo_sessao = entrevista_em_profundidade, o tema 'loja / lojas / boticario / experiencia' aparece em 46.0% dos chunks vs. 8.0% no total (lift 5.75x; n=223)."
projeto,natura_3cs,nmf_topic_id,nmf_05,presente / dar / presentear / gosta,281,985,0.28527918781725886,0.06370578778135048,0.22157340003590836,4.47807330781918,216.55223647692523,"É pra todo mundo, ok, mas de repente aquele ali que já comprava algo similar àquele produto, eu vou nele primeiro também, aí ele tem destaque. Falo, não, cê quer conhecer? Eu tenho ele aqui. Você quer ver? Cê quer sentir? Aí eu já faço meio individual, já é mais centrado, já porque eu sei quem ele gosta, então ali já sei que vai ser mais fácil de vender, né? Né? Pra ele. Não sei se a Mari tem algum ponto de dúvida sobre essas questões que a gente comenta. Até aqui não, Tamiris. Obrigada, tá ótimo. Tô anotando tudo. Tá sendo muito rica a conversa. Eu vou entrar agora num tópico que pra gente é bem importante, a gente entender como funciona pra você a dinâmica, das datas especiais, não só das datas, mas também do ato de presentear das pessoas. Como que acontece geralmente essa venda com o intuito de presentear? As pessoas te procuram para isso? Como tem sido nas últimas datas comemorativas","Em projeto = natura_3cs, o tema 'presente / dar / presentear / gosta' aparece em 28.5% dos chunks vs. 6.4% no total (lift 4.48x; n=281)."
projeto,radiosa,nmf_topic_id,nmf_03,corpo / banho / uso / hidratante,165,474,0.34810126582278483,0.06410771704180064,0.2839935487809842,5.429943256219992,207.5824255283302,"Eu penso em cuidado. Porque, pra mim, beleza sempre vem com a minha rotina de sempre hidratar. Eu tenho uma filha que normalmente fica com a boquinha ressecada porque ela coça. Então, ela já tá acostumada com a rotina de passar hidratante aqui em volta. Então, eu penso muito no cuidado de estar com autocuidado em dia. Que aí eu acho que isso vai refletir. Eu me sinto bonita, pelo menos falando de forma bem individual. Quando eu tô com o meu autocuidado em dia. Então, você falou uma coisa que é importante eu já falar. Hoje é dia de ser egoísta, dia de pensar em vocês, na realidade de vocês, ponto de vista de vocês, tá? Sejam egoístas sem culpa hoje. Vamos lá, e pras outras. Falou beleza, o que vem? Eu vou numa linha parecida com a dani. Eu não sou muito de maquiagem, tá, gente? Então, todo mundo que me conhece me vê com essa cara e batom. Eu não passo nem rímel porque irrita meu olho. Nem","Em projeto = radiosa, o tema 'corpo / banho / uso / hidratante' aparece em 34.8% dos chunks vs. 6.4% no total (lift 5.43x; n=165)."
publico,consultoras,nmf_topic_id,nmf_17,kit / caixa / kits / sacola,149,445,0.3348314606741573,0.06028938906752412,0.2745420716066332,5.553737827715356,186.27869989939506,"Ai, que bacana. É... Então, você comentou que eles procuram as inovações, mas além de inovação, eles procuram algo do dia a dia, quais são as principais procuras dele, né? Porque às vezes nem todo ciclo tem novidade. Então, quando não tem, como que é a procura dos seus clientes pelos produtos? Muitos compram de mês em mês sabonete, desodorante, né? São esses daí de, a gente fala que eles consomem muito rápido, shampoo, Agora já hidratante, perfume, já são de três, três meses assim. Eu tenho uma agendinha que eu dou uma marcada, né? Sou meio antiguinha ainda, pego na agenda, marco lá, fulano, pego tal perfume. Então, daqui uns três meses eu volto a oferecer pra ele, de repente ele vem com descontinho, já tá lá pela metade, ele aproveitava lá e pega, né? Mais produtinho do mesmo, mas o que é a venda certa, direta, assim, os consumidores, os meus clientes que pegam sempre é sabonete direto,","Em publico = consultoras, o tema 'kit / caixa / kits / sacola' aparece em 33.5% dos chunks vs. 6.0% no total (lift 5.55x; n=149)."
projeto,rosacea,nmf_topic_id,nmf_01,propaganda / impressao / propagandas / mulheres,168,539,0.3116883116883117,0.05908360128617363,0.25260471040213806,5.275377683540949,181.43673099058506,"Apareceu como mensagem direta, é isso? Fernanda, tá certinho, mensagem direta, porque aí vem só pra mim. Eu não achei. No chat, achou o chat ou o bate-papo? Chatte, achei. Isso, clica aí. Oi. Oi. Aí o que está escrito, anfitrião e palestrante, vê se consegue mudar para Ana Paula. Kelly, achou aí? Eu mudei. Achei, Ana Paula. Isso, manda para mim aí, de novo, o Jaqueline. Maravilha, a da Jaqueline chegou, falta a da Kelly. Não tá conseguindo enviar, É, o meu também não tá enviando. Peraí, eu tinha enviado, vamos ver se foi. A Kelly mandou. Tá, o meu foi, né? Foi, o seu foi. O meu não foi não. Clica aí de novo, vê se você consegue mandar pra todo mundo, Bri. Maravilha. Shirley, consegue mandar pra todo mundo. Ótimo, maravilha. Então, Eu vou mostrar aqui uma ideia pra vocês e a gente vai conversar sobre ela. Tá todo mundo vendo a minha tela? Sim, tem. Tá bom. E se você fosse mais amiga do te","Em projeto = rosacea, o tema 'propaganda / impressao / propagandas / mulheres' aparece em 31.2% dos chunks vs. 5.9% no total (lift 5.28x; n=168)."
projeto,rosacea,nmf_topic_id,nmf_14,acido / acido hialuronico / hialuronico / amazonia,115,539,0.21335807050092764,0.02532154340836013,0.18803652709256752,8.425950466766793,160.58024265520973,"Bruna, o que você entendeu do bem-estar faz bem-estar bem? Que o autocuidado nos faz bem. Como que eu posso dizer assim de uma forma resumida? O que eu entendi foi que você se cuidar, porque a natura vem de produtos de autocuidado, né? Que você se cuidar, você está sempre buscando autocuidado, produtos, é algo que te faz bem pra sua saúde, faz bem pra tua autoestima, faz bem pro teu corpo, faz bem pra tua alma, foi isso que eu entendi. Muito bem. Agora eu vou mostrar uma outra ideia e a gente vai conversar pouquinho sobre ela. Priscila, não tô te vendo. Aí, meninas, vocês por favor me falem se estão ouvindo ou não, que é importante que vocês escutem, tá? Tá todo mundo vendo? E se você sentisse na pele o que a Amazônia faz por você? Estimula a produção de ácido hialurônico no corpo, com a potente hidratação anti-sinais natura e acústico humano. Todo mundo ouviu? Eu vou passar mais uma vez","Em projeto = rosacea, o tema 'acido / acido hialuronico / hialuronico / amazonia' aparece em 21.3% dos chunks vs. 2.5% no total (lift 8.43x; n=115)."
projeto,natura_3cs,nmf_topic_id,nmf_17,kit / caixa / kits / sacola,238,985,0.2416243654822335,0.06028938906752412,0.1813349764147094,4.007742808798646,129.8073351682134,"Ai, que bacana. É... Então, você comentou que eles procuram as inovações, mas além de inovação, eles procuram algo do dia a dia, quais são as principais procuras dele, né? Porque às vezes nem todo ciclo tem novidade. Então, quando não tem, como que é a procura dos seus clientes pelos produtos? Muitos compram de mês em mês sabonete, desodorante, né? São esses daí de, a gente fala que eles consomem muito rápido, shampoo, Agora já hidratante, perfume, já são de três, três meses assim. Eu tenho uma agendinha que eu dou uma marcada, né? Sou meio antiguinha ainda, pego na agenda, marco lá, fulano, pego tal perfume. Então, daqui uns três meses eu volto a oferecer pra ele, de repente ele vem com descontinho, já tá lá pela metade, ele aproveitava lá e pega, né? Mais produtinho do mesmo, mas o que é a venda certa, direta, assim, os consumidores, os meus clientes que pegam sempre é sabonete direto,","Em projeto = natura_3cs, o tema 'kit / caixa / kits / sacola' aparece em 24.2% dos chunks vs. 6.0% no total (lift 4.01x; n=238)."
projeto,biome,nmf_topic_id,nmf_15,vegano / bebe / produto / produto vegano,73,236,0.3093220338983051,0.04260450160771704,0.26671753229058803,7.260313399424369,121.89067991199242,"Assim, falar qualquer coisa depois dessa aula de Júlia, acho que fica até como se fosse superficial, né? Mas... Todo mundo aqui tem a sua voz, né? Fala da sua voz. Mas, assim, essa questão é essencial, assim, tipo, eu acho que a gente vai ser uma das primeiras gerações que vai pegar mundo muito pior do que os nossos pais pegaram. Então, assim, não tem como ficar calado, conformado vendo, tipo, né, o planeta indo pra... É entender que, além das atitudes individuais, a crítica, quando fala da questão ambiental, tem que vir para o sistema. Ambiental, sem ter esse aspecto de criticar também a exploração, criticar grandes empresas, todo o sistema que favorece isso, acaba que, tipo, é como se fosse paliativo para que a população faça coisa e tal, sendo que a grande maioria do lixo poluente é produzido pelas grandes empresas, é produzido por quem tem muito mais dinheiro que, sei lá, uma viagem ","Em projeto = biome, o tema 'vegano / bebe / produto / produto vegano' aparece em 30.9% dos chunks vs. 4.3% no total (lift 7.26x; n=73)."
marca_foco,natura,nmf_topic_id,nmf_05,presente / dar / presentear / gosta,283,1234,0.2293354943273906,0.06370578778135048,0.1656297065460401,3.5999161507037716,121.86640779116136,"E como é que isso vai funcionar, isso vai limpar ou não vai, mas é aquilo, é uma marca que a gente conhece, uma marca que tem confiança, uma marca nacional e é uma marca acessível de uma certa forma, vamos testar, vamos ver qual é e acho que a gente só tem a ganhar pensando assim. Duas palavras para essa propaganda, Luana. Inovadora e natureza. Eu acho que toda propaganda da natureza sempre vai vir natureza pra mim. Por isso, porque é muito verde, ela traz essa responsabilidade pra gente, sabe? Ela traz esse olhar da natureza, que é muito importante. E, às vezes, no dia a dia, a gente deixa meio pra lá. A preservação e o autocuidado também ali, esses... Das duas. Eu achei uma inovação, não tinha falado, achei inovadora e acho que natureza também, pela questão do conjunto dos ingredientes naturais e sem frasco, vamos dizer assim. Para mim é previsão e natureza. Ovo e natureza também. E se","Em marca_foco = natura, o tema 'presente / dar / presentear / gosta' aparece em 22.9% dos chunks vs. 6.4% no total (lift 3.60x; n=283)."
projeto,3cs_perfumes,nmf_topic_id,nmf_00,boticario / natura / perfume / vende,112,485,0.2309278350515464,0.039991961414791,0.1909358736367554,5.774356317670828,102.09874019157591,"Passou pra você, tá. É, e aí ela já, aí ela perguntou o que Camil Fativa gostava, eu falei que eu gostava de uma coisa mais amadeirada e tal, ela já foi pra Natura Homem. E aí eu perguntei pra ela, e aí eu instigando, né, por que você não me ofereceu essencial, né? E ela falou assim, porque essencial é mais forte do que Natura Homem, então me chamou a atenção também, essa gradação que existe na cabeça ali da... Da consultora que estava nos atendendo ali, sobre a gradação dos produtos, da intensidade do perfume e tal. Ela me mostrou, sobretudo, o Natura Homem Corágeo, que é o perfume mais caro de Natura Homem, dos mais caros da Natura também. Então sempre, de modo geral, o que a gente percebeu foi que, natura especificamente, a atendente focou naquilo que de fato é muito prestígio e constrói sofisticação, mas não só isso também, porque tem mais ticket também, o que mais gasta também, entã","Em projeto = 3cs_perfumes, o tema 'boticario / natura / perfume / vende' aparece em 23.1% dos chunks vs. 4.0% no total (lift 5.77x; n=112)."
tipo_sessao,entrevista_em_profundidade,nmf_topic_id,nmf_00,boticario / natura / perfume / vende,112,485,0.2309278350515464,0.039991961414791,0.1909358736367554,5.774356317670828,102.09874019157591,"Passou pra você, tá. É, e aí ela já, aí ela perguntou o que Camil Fativa gostava, eu falei que eu gostava de uma coisa mais amadeirada e tal, ela já foi pra Natura Homem. E aí eu perguntei pra ela, e aí eu instigando, né, por que você não me ofereceu essencial, né? E ela falou assim, porque essencial é mais forte do que Natura Homem, então me chamou a atenção também, essa gradação que existe na cabeça ali da... Da consultora que estava nos atendendo ali, sobre a gradação dos produtos, da intensidade do perfume e tal. Ela me mostrou, sobretudo, o Natura Homem Corágeo, que é o perfume mais caro de Natura Homem, dos mais caros da Natura também. Então sempre, de modo geral, o que a gente percebeu foi que, natura especificamente, a atendente focou naquilo que de fato é muito prestígio e constrói sofisticação, mas não só isso também, porque tem mais ticket também, o que mais gasta também, entã","Em tipo_sessao = entrevista_em_profundidade, o tema 'boticario / natura / perfume / vende' aparece em 23.1% dos chunks vs. 4.0% no total (lift 5.77x; n=112)."
projeto,rosacea,nmf_topic_id,nmf_15,vegano / bebe / produto / produto vegano,122,539,0.22634508348794063,0.04260450160771704,0.1837405818802236,5.312703469037701,96.6750746750972,"Assim, na minha concepção, essa questão do produto vegano está muito em alta hoje, então eu acho que ali, quem não era consumidor natural, eu acho que ele já capta bastante ali por ser o produto vegano, essa pegada mais natural, sem nada de origem animal, isso eu acho que já é bem bacana nessa questão da propaganda. E é o que a gente tinha falado anteriormente, o que você sentiu que a Amazônia pode te proporcionar é algo que você pode juntar nesse mesmo produto, essa questão de ser hidratante, ser anti-sinais e ainda ser natural, porque tem muitos produtos que prometem essa questão de hidratação, de estimulação de ser anti-sinal e não é vegano. E é feito com produto com teste em animais e é feito com algo com produtos mais agressivos, eu acho que passa essa ideia de ser combo ali, né? Natural, hidratante e ainda ter essa questão de da de ser da promessa de ser anti-sinais, né? Chile Eu m","Em projeto = rosacea, o tema 'vegano / bebe / produto / produto vegano' aparece em 22.6% dos chunks vs. 4.3% no total (lift 5.31x; n=122)."
projeto,gaia_ii,nmf_topic_id,nmf_01,propaganda / impressao / propagandas / mulheres,108,416,0.25961538461538464,0.05908360128617363,0.200531783329211,4.39403453689168,73.50607422329271,"A Giseline até estava falando, eu lembro de ter visto de Natura, de Neutrodina, mostra pele impecável. Vocês lembram, podem não ter visto recentemente, mas lembram do que se mostra nessas propagandas de produtos aí para o rosto? Vem alguma lembrança aí na cabeça de vocês? Eu acho que geralmente quando se mostra uma pele bem viciosa, como o Gislane colocou, sem manchas, sem marcas. É muito do que a gente que usa Instagram, que tá sempre ali postando, gosta de usar sempre aqueles photoshops, porque a gente acaba deixando a pele mais lisa, mais bonita, mais viciosa. Ou as propagandas, quando elas vêm, elas vêm nesse sentido, porque elas querem oferecer o melhor do produto. Mas também, como a Juliane colocou, a gente sabe que é processo diário, não é? Vou usar produto aqui hoje e amanhã minha pele vai estar perfeita. Outra coisa, alimentação, água, tudo isso influi em uma pele perfeita. Jasm","Em projeto = gaia_ii, o tema 'propaganda / impressao / propagandas / mulheres' aparece em 26.0% dos chunks vs. 5.9% no total (lift 4.39x; n=108)."
marca_foco,natura,nmf_topic_id,nmf_17,kit / caixa / kits / sacola,239,1234,0.19367909238249595,0.06028938906752412,0.13338970331497182,3.2124905456509993,70.53450633570449,"Eu senti que não comunica nada também, para mim. Não me leva a dar presente de Natal da Natura, porque... Fala, Olivia, não entendi. O que é que eu tô desejando? Eu senti que não comunica absolutamente nada. E se o seu presente de Natal também carregasse desejo? Qual desejo? Qual produto? Qual presente? Não tem nem o desejo, nem o presente, tem só o Natal. Pra mim é isso que tem aí. Mas buquê de produto, sei lá, põe do lado, isso aí. Eu também acho que essa imagem, ela tá... A gente tem a ideia de que nessa caixa tem produtos da Natura, mas talvez se a caixa estivesse entreaberta e a gente pudesse visualizar o que tem dentro, talvez dentro da caixa, talvez se na tampa da caixa tivesse alguns dizeres, por exemplo, saúde, felicidade, amor, paz, aquelas coisas clichês que a gente está acostumada a desejar e a emanar nesse período de Natal, também ajudasse no entendimento da fala, da imagem.","Em marca_foco = natura, o tema 'kit / caixa / kits / sacola' aparece em 19.4% dos chunks vs. 6.0% no total (lift 3.21x; n=239)."
