cluster_label,auto_label,rank,similarity_to_cluster_centroid,chunk_id,doc_id,excerpt,projeto,publico,marca_foco,tipo_sessao
km_002,loja / boticario / presente / natura,1,0.6668484807014465,doc_7c1dc7dcc6ddc2d7_pp_ch_0003,doc_7c1dc7dcc6ddc2d7,"O que vocês se lembram aí de importante para a categoria de perfumaria que vocês observaram nessas três lojas que vocês visitaram? Como você quer fazer? Estamos contando? Estamos contando. Bom, eu acho que assim, logo de cara, o que chamou muita atenção pra gente de Boticário vs Natura foi a localização das lojas, né? Acho que a gente foi em lojas que eram bem perto umas das outras, a gente foi até a pé de uma pra outra, assim. Era lá no Centro Histórico de Porto Alegre e a localização da loja do Boticário era mil vezes melhor, era bem na [ENDERECO], assim, onde passavam os carros e a natura, além de ser dentro de uma Como que chama? Tipo uma galeria, né? Complexo de lojas, assim? Então era dentro de coledor. Era bem escondidinho, assim, então logo de cara a gente já achou a loja do Boticário bem mais convidativa, assim, pra você entrar, né, se realmente você tá procurando alguma coisa. A gente achou mais convidativa a loja do Boticário. Desculpa, te interromper. Você falou da localiza",3cs_perfumes,nao_inferido,nao_inferido,entrevista_em_profundidade
km_002,loja / boticario / presente / natura,2,0.6615354418754578,doc_b5d06e16e286306b_pp_ch_0017,doc_b5d06e16e286306b,"Todas, exatamente. Talvez a mais fraca foi a do. Boticário, nesse sentido, mas eu não acho que isso seja regra, assim. Foi uma experiência pontual, porque a gente já sabe que o Boticário manda muito bem na questão do atendimento e tal, entendeu? Mas o encantamento, assim... E ainda assim o encantamento aconteceu porque a gente experimentou os produtos em si, assim. A gente foi cheirando e foi testando, então acontece em alguma medida, né? E mesmo que a gente quisesse driblar o não-atendimento do Boticário, tinha lá o QR Code que a gente poderia ser guiado em alguma medida também. Tem ali também algum artifício que, se você não estiver sendo guiado pela vendedora, a loja proporciona, não é isso? É, tipo, dribla. Por exemplo, se está muito cheio, alguma coisa assim, provavelmente as pessoas usariam. Eu até entrei depois, Mari. Tipo, o link fica... Dá para a gente entrar. Até depois eu entrei para ver como funciona e tal, exatamente isso, você coloca o camilfativo que você gosta, alguma c",3cs_perfumes,nao_inferido,nao_inferido,entrevista_em_profundidade
km_002,loja / boticario / presente / natura,3,0.6434941291809082,doc_9e6379543f294d71_pp_ch_0007,doc_9e6379543f294d71,"No Boticário não me apresentaram nada de extensão de linha. Que até a gente me chamou a atenção, porque... Esse é ponto de diferença também, Mari. Isso da primeira loja que a gente foi, do Boticário, que era nesse shopping que o Fabrício comentou, que era tipo uma galeria, shopping mais classe C, assim, mais popular. Só que quando a gente foi no outro shopping, que já era mais classe AB, e a gente não tinha que visitar o Boticário, mas a gente foi porque já estava lá, lá eles oferecem mais kits. O vendedor tentou explorar muito mais essa parte de kits comigo do que nesse shopping mais popular. Essa é uma diferença entre as lojas. E também entre o Boticário mais popular e o Mais Classe A.B., teve uma diferença de linhas apresentadas. Achei que no popular ela tentou explorar mais os best-sellers mesmo, E no de classe A B, achei que eles tiveram uma conduta mais para os kits. Então, o que tinha kit montado, ele falava mais sobre a perfumaria, que era a glamour, por exemplo. Eu acho que fo",3cs_perfumes,nao_inferido,nao_inferido,entrevista_em_profundidade
km_002,loja / boticario / presente / natura,4,0.636886715888977,doc_9e6379543f294d71_pp_ch_0004,doc_9e6379543f294d71,"E pra você, Ana? A minha experiência foi pouquinho diferente da do Fah. Eu achei que as lojas não se diferenciam muito, realmente. A experiência de compra é bem parecida. Eu tive algumas diferenças só entre uma loja e a outra, que eu vou citando. Mas em termos de expertise, achei que as duas vendedoras não são expertas em perfumaria, elas acabam entendendo pouquinho mais do portfólio das marcas que elas trabalham. Então, assim, diferente do que a gente ouve e vê, né, e conversa com as pessoas, por exemplo, na Sephora, que eles são treinados para falar sobre perfumaria como todo, são experts nisso, né. Eu não percebi isso nas lojas da Natura e do Boticário, tá, não existiu isso. Eu fui com papel muito de leiga da categoria mesmo, de tô aqui, não sei nem explicar o que eu gosto. Então, a abordagem foi semelhante a da do Fabrício, né? Quando você entra na... Mas que tipo de perfume você gosta? Aí eu falei, eu tenho essa dificuldade de falar qual tipo de perfume eu gosto. Eu gostaria mais ",3cs_perfumes,nao_inferido,nao_inferido,entrevista_em_profundidade
km_002,loja / boticario / presente / natura,5,0.6365090012550354,doc_1d7aeba5c3deb241_pp_ch_0034,doc_1d7aeba5c3deb241,"E eu trabalho com novas marcas e multi-categoria, então eu acabo interagindo bastante com o pessoal do varejo, porque eu acho que esses insights seriam muito importantes, depois da Natura, que da nossa, né, do Intel, enfim, o dono do projeto, compartilhar com o varejo, porque eu acho que tem muita coisa rica pro varejo da Natura. E, assim, o que nos chamou a atenção é que, assim, Então assim, a loja da Natura era duas vezes o tamanho da loja do Boticário, então uma metragem quadrada bastante significativa, bem maior. A gente tinha menos perfumes no portfólio da Natura, na loja da Natura, do que na do Boticário. Não tô dizendo se isso tá certo ou errado, tá? São fatos. A vendedora, quando o perfume, a perfumaria de uma marca XYZ não está dentro da gôndola perfumaria natura, ela não contempla aquilo como categoria perfumaria. Pra mim isso é super learning, tá? E botei meu chapéu de marketing agora e não de mystery shopper. Como que a gente, como Natura, tem que fazer o replique do SKU no",3cs_perfumes,nao_inferido,nao_inferido,entrevista_em_profundidade
km_003,refil / embalagem / parece / formato,1,0.6743910908699036,doc_d7948b6302ad2fee_pp_ch_0040,doc_d7948b6302ad2fee,"Então não é a visão atual. O que vocês falaram? Não é a visão atual. Se não tivesse rótulo, a gente poderia... Facilmente comparar com uma marca importada. Então tá parecendo uma marca importada. É upgrade. Mas aí é parte do design, né? Isso, o formato. Então vamos para a última, gente. Agora a gente vai ver. Nossa, que linda! O formato vai ser esse assim, eu não sei... Esse aqui, vamos pensar assim, sempre esse aqui que eu tô mostrando pra vocês, ele é o hidratante, né? Tem esses outros formatos aqui também. O refil que a gente já tinha visto, né? Eu adorei! E aqui... Eu preciso dizer para vocês que as cores mudam conforme a linha, tá? Então tem uma coisa de mudança de cor aqui, tá? O que vocês gostaram aqui? Eu gostei de tudo. Eu gostei de tudo. Eu gostei da embalagem que é muito mais natural e sofisticado do que qualquer outras E é totalmente diferente. Totalmente diferente. O que é isso de totalmente diferente? Formata sempre quadrado, arredondado, oval. Agora com essas pontas, não",anima,nao_inferido,nao_inferido,nao_inferido
km_003,refil / embalagem / parece / formato,2,0.6651965975761414,doc_d7948b6302ad2fee_pp_ch_0026,doc_d7948b6302ad2fee,"Dá pra se reutilizar muito. Ele é mais resistente. Isso é bom? Sim. Porque aí eu acho que instiga mais ainda o consumo do revivo. Não parece que a gente tá consumando. É bem diferente. Não parece mesmo. Pensando bem, eu gosto de colecionar potes, coisas assim. Eu guardaria numa boa, queria ter mais. Dá para fazer uma arte, né? Bem sofisticado o material, mas dá para. Fazer uma arte dele, né? Tipo a Stieke pega esse tipo de coisa. A Stieke pega outro personagem. Isso é interessante. Vocês acham que vai estimular o consumo do refil porque dá uma cara de mais resistente, de melhor qualidade nesse sentido? Sim, depois que a gente pegou essa talidade. Porém, lembrando que por mais que ele é bem resistente, só que Se for pra descartar, igual a gente descarta o outro, eu acho que outro aproveitamento pra reciclagem é melhor do que esse daí, eu acho. É uma preocupação ambiental. É uma preocupação ambiental. Como que vai ser a reciclagem desse? Ainda que vocês vivem no globo afofo. Uma florzinh",anima,nao_inferido,nao_inferido,nao_inferido
km_003,refil / embalagem / parece / formato,3,0.6472638249397278,doc_2ea20bb0263aff60_pp_ch_0010,doc_2ea20bb0263aff60,"Sabe, eu conheço, shampoo, condicionador, sabonete, eu quero dar sabonete, a gente vai, esses líquidos, a gente vai falar pra eles, mas uma embalagem tão simplesinha... Pra dar de presente. Agora vai ficar excelente. Que legal. Agora vai ficar mais presenteável. Com certeza. Muito bom, gente. Tem alguma coisa que incomoda vocês? Não. Não? Lembrando que a embalagem vai ser naquele formato lá, que tá do lado de cá. Não, formato não, material. É porque a gente não tá nem tocando, então a gente tá só ouvindo. Então pra mim é isso. Material é isso. Esse aqui é levinho, esse aqui é pesadelo. Essa é a referência. Sim, e o hidratante. Pode ser isso. Então vai ser uma coisa muito linda. Vai ficar o quê? Mais linda. Vai ficar mais linda. Legal. Vocês acham que tá novo, diferente? Sim, muito. Vai ser boom. Vai ser boom? Porque é bonito, olha só. Bem bonito. Legal. Combina com o Ecos? Esse visual. Lembra, aqui é a nossa principal diferença, que a gente tem o conjunto. Isso aqui é só para vocês con",anima,nao_inferido,nao_inferido,nao_inferido
km_003,refil / embalagem / parece / formato,4,0.6435239315032959,doc_2ea20bb0263aff60_pp_ch_0035,doc_2ea20bb0263aff60,"Eu não vou nem olhar. Essa aqui é sempre igual, né? A do refil, é. O refil é a gotinha da. Bom, agora a gente vai complicar mais a história, hein? O que eu vou fazer? Vou trazer outros acabamentos pra esse mesmo design, tá? É esse formato aqui, só que eu vou trazer outros acabamentos além do cerâmico. O que a gente fez não? Vai complicar a cabeça da gente. Já complicou, né? Já tá complicada. Já tá complicada. Esse aqui é o ANF. O que vocês acham? Tá vendo? Mesmo visual, mesmo formato. Como acabar o fosco no fosco. Exatamente. E aí, o que passa? Mais bonito. Que mais? Esse combina com a ECOS também. Combina com a ECOS. Que mais? É lá fora? Não curtiu não, por que você não curtiu? Me falou, você não curtiu? Não, você já entrou no Brasil e. Não quer ir embora e faz drogas e coisinhas. Você é tímida. Porrifador de água, tipo de ópera de passar roupa. Existem uns porrifadores redondos. É pior que eu não tinha pensado agora você colocou. Esse é o pior. E ele tem escusco também? Eu não ia fal",anima,nao_inferido,nao_inferido,nao_inferido
km_003,refil / embalagem / parece / formato,5,0.6402860879898071,doc_ac743f4f09e1e58c_pp_ch_0034,doc_ac743f4f09e1e58c,"É esse aqui que passa para o potinho de tempero? É o conjunto. O conjunto, o potinho de tempero, tá bom. E aí o ANF, o que ele passa? Ele é mais neutro. Ele não tá feio por causa da cor do produto. Mas é o produto que se torna feio. Tá bom. Pode tomar. Mas ali o conjunto também ganha cor, né? Essa coisa do fosco, ela me remete a uma coisa meio tecnológica talvez, o que não é o que a natura comunica. Então me parece que são conceitos que se divergem. Mas ainda assim eu gosto dela. A ANC, me parece que ela representa a natura na essência, assim. Ela entrega a natura, assim. É a cara da natura. Os outros, o ANA e o ANB. Eles não entregam nada que a gente já não veja na boticário, numa farmácia qualquer, né? Não tem nada de mais. Mas os outros dois, sim. E principalmente o ANC. Eu acho que se eu pudesse resumir, acho que é isso. Esse ANC entrega a essência do que é a natura. Vocês concordam? Muito bom. Essa foi só a primeira. Então, aqui, o pessoal que deixou bem claro ganhou o ANC, né? E ",anima,nao_inferido,nao_inferido,nao_inferido
km_004,mae / casa / filho / cuidar,1,0.6176161766052246,doc_813751e4679e395b_pp_ch_0010,doc_813751e4679e395b,"Eu cuido da minha saúde, eu vou sempre à academia, eu vou todos os dias à academia, eu faço terapia uma vez por semana, tava fazendo duas, mas agora cortei pela metade, tô fazendo uma por semana, eu vou muito ao médico, faço check-ups, enfim, cuido muito da minha alimentação, cuido muito não só de mim, mas também do planeta em si, reciclo o lixo, enfim, tudo isso. Mas será que todas essas coisas que colocaram na gente também, isso não é fardo? Porque a gente tem que cuidar da gente. Eu gosto. Eu gosto. Não, eu não tô falando que a gente não gosta, não, mas é mais checklist, né? É, acho que se todo mundo fizesse isso, né? O mundo seria bem melhor e as pessoas seriam bem melhores, né? Eu digo muito pro meu terapeuta, se todo mundo fizesse terapia, o mundo seria muito melhor, né? E e a gente faz terapia pra conseguir lidar com as pessoas que não fazem, né? E essa é a realidade do mundo hoje, né? Eu digo que é o dinheiro mais bem gasto que eu tenho no mês. Você trouxe essa questão do memen",biome,nao_inferido,nao_inferido,nao_inferido
km_004,mae / casa / filho / cuidar,2,0.6018055081367493,doc_399dacb2736f0f29_pp_ch_0033,doc_399dacb2736f0f29,"E aí, quando a gente pensa nesse bem-estar e nesse papel de mãe, o que esses momentos da gente com o marido, da gente namorando, sem os filhos trazem pra gente? Como é que eu posso dizer? A gente fica... A gente vai se anulando, né? Na maioria das vezes é isso, né? E a gente tá sempre funcionelhos, né? Gente... Eu sigo uma mulher no Instagram que ela diz assim, essa questão do malabarismo que a moça falou, ela fala de pratinhos, né? Que é o pauzinho rodando no pratinho, assim, dela sempre diz assim, que chega no final de ano e ela diz assim, ai, qual pratinho eu vou deixar cair hoje? E eu tenho minha consciência bem tranquila, não sou uma máquina, não consigo dar conta de tudo, às vezes meu marido quer me cobrar alguma coisa assim, eu digo, ai não, Fica em função do nenê, ele correndo pela casa toda. Eu digo, não tem como. Eu faço conforme eu dou conta. Fico bem tranquila. Eu queria perguntar também para vocês, como é que os filhos recebem esses momentos? Como é que os filhos, as pesso",bem_maes,nao_inferido,nao_inferido,nao_inferido
km_004,mae / casa / filho / cuidar,3,0.5986256003379822,doc_813751e4679e395b_pp_ch_0006,doc_813751e4679e395b,"Eu acho que eu percebo uma mudança muito grande entre pré e pós pandemia, porque a gente tinha aquele hábito, pelo menos, mesmo quem trabalhava remoto, de horários mais fixos, pouco mais de... Tato das pessoas também dos horários e saber limitar pouquinho mais a... O business hours nas horários comerciais, acho que isso a gente perdeu muito e mesmo vendo, eu estava percebendo esses dias, apesar de estar trabalhando de casa, eu saí e como moro aqui em Pires, tem muita empresa, eu vi que as pessoas voltaram bastante para o escritório, mas eu acho que ainda esse limite, esse mindset de a gente ter pouco segmentação entre as nossas várias facetas da vida meio que ficou nublado e muita gente ainda tem dificuldade de entender que é necessário a gente ter esses momentos de, não, não estou trabalhando. Então a gente acha que ainda a gente tem que voltar a encontrar qual uma outra dinâmica, qual uma outra equação correta nesse momento. Eu acho que é exercício, acho que vai ser da humanidade, nã",biome,nao_inferido,nao_inferido,nao_inferido
km_004,mae / casa / filho / cuidar,4,0.5982142686843872,doc_399dacb2736f0f29_pp_ch_0017,doc_399dacb2736f0f29,"Você trouxe duas coisas que eu queria abrir, inclusive, pra gente discutir. Você falou antes, quando o tempo não era assim, né? Vocês percebem também essa mudança? Sim? Conta pouquinho pra mim o que vocês acham que essa mudança trouxe, né? E por que houve essa mudança? Contem pouquinho pra mim. Tem gente que tá com o microfone fechado, aí eu não consigo ouvir. Se a gente pensar hoje nessa questão da gente buscar ser mulher, buscar a individualidade, porque é pouco o que vocês estão trazendo, não ser só mãe, eu também no meu papel de mulher, o que é isso? Qual é a diferença que vocês percebem que isso faz diferença na vida da gente enquanto mãe? E se sim, que diferença é essa? Entendeu? Faz uma diferença total. Eu não vou lembrar o nome dela agora. Que estava falando antes, a gente precisa cuidar primeiro da gente para estar bem para cuidar do outro. Eu acho que algumas pessoas, na verdade, trouxeram essa fala. E a amiga falou, poxa, eu tenho uma rede de apoio. Hoje é sexta-feira, o meu",bem_maes,nao_inferido,nao_inferido,nao_inferido
km_004,mae / casa / filho / cuidar,5,0.5977326035499573,doc_399dacb2736f0f29_pp_ch_0010,doc_399dacb2736f0f29,"A gente vai priorizando os filhos, né? Toda a rotina que é a maternidade em si. E sempre falar do desgaste, e a gente vai se deixando de lado. E não é assim. Pra gente cuidar e estar bem, cuidar dos filhos e da família no geral, a gente tem que estar bem consigo mesma. Então a gente tem que se priorizar sempre se botar como prioridade. Quando a gente se bota como prioridade, nesse sentido que você está falando, O que isso traz pra gente? O que isso traz pra nossa relação com os filhos? É autoestima, né? Não é só ir no salão, acho que até brinco, né? A gente não ficar só de pijama, Porque eu sou [NOME], né? Mas a gente colocar uma roupa diferente, né? Brinco que seja, se maquiar, a. Gente já sente diferente, né? Se sente como, Fernanda? Sente bem, né? Sabe que tá se cuidando, né? A Janaína escreveu, aconchego segurança escolhida. Me fala. Aconchego pra mim é aquele hélio, né? Aquele momento quentinho, juntinho, segurança, nos sentamos em segurança. Eu coloquei também escolhida, porque s",bem_maes,nao_inferido,nao_inferido,nao_inferido
km_005,natura / clientes / vende / cliente,1,0.6255764961242676,doc_1434a07027866aa7_pp_ch_0012,doc_1434a07027866aa7,"É porque é muito ruim, né? Se não... Aí você vende e não tem o produto, você acaba não vendendo, né? Isso, exatamente. Os kits mesmo, os kits mesmo da Boticário, Eu tinha CGL Chocolate, eu tinha vendido bastante. Quando vou lá pedir, não tem. E não tem nem previsão de quando vai chegar. Já a Natura, o bom é que, tipo assim, a nossa líder mesmo, sempre elas falam, né? A gente tem grupo, elas falam, ó, voltou, esse não vai ter, tem plano B. E aí a gente vai esperando, quando tem tudo o que tem, o que a gente quer, aí a gente faz o pedido, entendeu? Já o vodcário não é a mesma coisa. Se você normalmente consegue vender os kits cheios, você falou que às vezes você convence as pessoas ou você compra e depois você separa os produtos. Como é que você faz? Na verdade, se eu vi que eu vendi, vamos supor, uns três kits de cada kit que tem do Dia das Mães, eu sempre acrescento mais dois desses, dois desse e já deixo aí para a pronta entrega. Tá, mas o consumidor ele compra o kit todo? Ou algumas ",natura_3cs,consultoras,natura,nao_inferido
